State,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients breathing improved,How often patients wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,How often home health patients had to be admitted to the hospital,Lbl: Poor Hosp Rating 1SD,Lbl: Poor Hosp Rating 2SD,Lbl: Poor ER Rating 1SD,Lbl: Poor ER Rating 2SD,Lbl: Poor Pain Rating 1SD,Lbl: Poor Pain Rating 2SD,Lbl: Poor Drugs Rating 1SD,Lbl: Poor Drugs Rating 2SD
IL,NORTHBROOK,60062,8472054444,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/18/2006,99,99,100,100,62,64,99,100,100,100,100,87,74,89,95,80,93,82,11,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,MORTON GROVE,60053,8473299933,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/31/2006,97,97,100,100,80,95,100,100,100,100,100,64,34,77,69,38,,43,11,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,DES PLAINES,60018,3126339191,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/17/2006,100,98,100,100,60,62,100,100,100,100,99,70,63,82,81,80,,49,9,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,NORRIDGE,60706,7088670400,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/09/2006,95,98,100,100,80,84,100,99,100,95,100,61,61,78,72,59,,65,9,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,OAK BROOK,60523,6306459200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/21/2006,89,99,100,99,63,56,100,99,100,100,100,53,84,54,80,54,77,39,5,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,SKOKIE,60076,8479829862,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/16/2006,98,99,100,100,80,97,100,100,100,100,99,36,72,82,94,87,,57,10,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ARLINGTON HEIGHTS,60004,7737943446,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/30/2006,94,100,100,99,57,49,99,100,100,100,100,75,61,79,79,78,,64,15,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CICERO,60804,7086528350,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/01/2006,93,99,100,98,47,47,76,99,96,36,95,63,67,71,52,72,,52,5,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,NORTHBROOK,60062,8478979090,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/06/2006,98,100,100,100,22,45,100,99,100,100,100,57,82,88,83,77,,83,10,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,WESTCHESTER,60154,7083443100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/13/2006,99,100,100,99,74,71,100,100,100,100,100,53,43,63,73,44,,35,12,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60641,7733266849,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/07/2006,100,96,100,100,49,48,99,100,100,99,98,64,52,84,94,73,,61,8,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LOMBARD,60148,6306209251,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/18/2006,91,98,100,79,75,67,100,97,100,100,90,39,60,55,68,52,,44,8,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LINCOLNWOOD,60712,8476797200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/28/2006,99,100,100,100,45,34,100,100,100,93,100,43,61,66,54,57,,26,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IL,WHEATON,60187,6304626700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/17/2006,58,68,98,98,54,57,62,88,90,78,92,56,67,62,68,72,,70,13,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LINCOLNWOOD,60712,8473298495,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/30/2006,84,100,99,87,34,51,100,100,100,100,100,73,49,90,94,66,,62,6,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,SKOKIE,60076,8472130604,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/06/2006,100,98,100,100,80,85,83,98,96,95,95,76,78,68,85,87,,73,15,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,DES PLAINES,60018,8478136555,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/02/2006,98,99,100,100,43,47,99,100,100,95,100,37,52,56,70,53,,26,13,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IL,CHICAGO,60646,7732029167,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/13/2006,57,97,100,97,57,49,96,99,99,94,99,54,41,63,60,47,,43,7,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,SCHAUMBURG,60193,6303393688,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/19/2007,95,99,100,99,60,58,100,99,100,100,99,67,54,74,82,78,,44,11,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,MATTESON,60443,7082486727,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/20/2006,86,95,97,98,89,84,100,100,100,88,100,53,48,65,75,46,,39,8,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LOMBARD,60148,6303681102,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/15/2006,99,100,100,100,73,77,99,100,100,100,100,58,56,60,66,38,74,42,13,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ELGIN,60123,8476089905,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/06/2006,93,96,99,100,82,83,100,98,100,100,100,61,36,57,64,68,,35,5,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,MOLINE,61265,3097627900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/13/2006,98,99,100,100,77,59,97,100,100,98,100,41,33,37,29,34,,35,16,15,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
IL,SKOKIE,60076,7732829610,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/08/2006,91,99,99,100,38,37,99,100,100,100,98,60,64,91,94,81,,77,11,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ORLAND PARK,60467,7083647298,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,12/26/2006,73,94,100,100,75,72,93,100,98,97,99,58,61,64,63,75,,62,10,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60646,7734674500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/07/2006,94,95,100,100,52,45,100,99,100,100,97,50,51,66,84,66,100,45,8,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,SCHAUMBURG,60173,8474901112,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/05/2007,87,97,100,100,90,73,100,100,100,100,99,74,63,84,65,64,,55,6,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LAKE BLUFF,60044,8472349705,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/17/2007,97,99,100,100,97,93,98,99,100,98,98,74,54,77,94,90,97,66,9,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,OAK LAWN,60453,7085293840,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/10/2007,98,100,100,100,61,55,100,100,100,100,100,75,64,94,97,94,,76,11,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,OAK BROOK,60523,6309084830,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/19/2007,91,98,100,98,68,69,100,100,100,100,100,71,70,77,90,75,99,69,9,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,MATTESON,60443,7087090709,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/20/2007,74,100,97,79,92,20,94,100,100,95,90,26,24,41,73,40,,5,,,,,,,FALSE,FALSE,TRUE,TRUE
IL,CHICAGO,60641,7736857338,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/08/2007,92,95,100,92,91,96,100,99,100,97,97,84,84,97,54,89,,79,,,,,,,FALSE,FALSE,FALSE,FALSE
IL,LANSING,60438,7084181608,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/01/2007,98,97,100,100,67,56,100,100,100,100,99,70,59,85,71,65,,61,8,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,PLAINFIELD,60585,6309720668,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/22/2007,83,99,100,95,58,53,97,99,99,95,89,58,50,69,74,68,,54,7,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LISLE,60532,6309638862,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/06/2007,77,99,100,98,68,71,97,100,100,98,100,45,33,41,64,26,,33,8,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IL,ROLLING MDWS,60008,8477492390,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/28/2007,92,97,100,100,39,32,100,100,100,100,100,55,39,75,61,34,,38,8,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60643,7734454550,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/08/2007,98,96,99,100,2,4,100,99,100,95,99,72,68,85,83,98,,75,13,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,PALOS HEIGHTS,60463,7082744420,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/27/2007,85,94,96,93,53,48,84,99,97,92,94,49,37,70,77,55,,31,11,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IL,OAK LAWN,60453,7084250235,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/02/2007,85,97,99,88,82,82,98,98,98,91,94,43,46,57,54,45,,44,13,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,DES PLAINES,60018,8472970137,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/06/2007,87,75,100,96,56,55,99,90,100,100,98,70,80,70,87,86,,49,6,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ELGIN,60123,8472143633,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/09/2007,96,99,100,100,76,85,98,100,100,100,100,51,50,67,67,46,,50,8,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,PARK RIDGE,60068,8477950800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/13/2007,99,89,100,100,50,50,92,100,99,96,98,49,38,45,57,50,,41,16,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,NILES,60714,8475838710,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/12/2007,97,99,99,57,42,42,99,100,100,100,100,79,94,99,97,98,,83,9,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ROLLING MDWS,60008,8473646640,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/13/2007,82,99,99,97,81,79,100,100,100,95,99,60,75,74,84,75,,49,4,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,SOUTH ELGIN,60177,8474889423,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/14/2007,97,100,99,97,47,37,97,96,99,97,94,51,46,52,44,40,,42,16,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IL,OAKBROOK TER,60181,6309639096,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/08/2007,96,96,100,100,55,65,99,99,99,99,99,62,54,68,79,63,,46,10,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,MORTON,61550,3092634787,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/22/2007,94,94,100,95,74,68,99,100,100,100,97,50,57,63,59,60,,51,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60646,7732025008,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/23/2007,99,100,100,100,66,73,100,100,100,100,100,58,73,74,84,68,,59,27,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IL,SPRINGFIELD,62711,2177266956,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/05/2007,96,98,100,99,94,98,100,100,100,100,100,80,77,83,81,57,100,55,9,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60646,7737757490,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/28/2007,86,96,99,98,69,70,80,98,99,97,99,40,32,45,73,51,,44,9,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,SCHAUMBURG,60173,2246125780,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/20/2007,99,99,98,100,41,46,100,94,100,100,100,70,69,71,55,45,,36,13,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60641,7732020195,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/28/2007,96,100,100,98,12,7,100,100,100,95,98,80,100,98,100,92,,100,2,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,WHEELING,60090,8472156155,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/09/2007,96,96,100,99,70,67,90,97,98,99,100,51,62,64,78,53,,49,8,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,DES PLAINES,60018,8476350700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/03/2007,98,99,100,99,50,30,98,100,100,99,100,70,65,82,87,58,,65,10,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60646,7737361040,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/10/2007,92,95,99,99,49,64,92,100,100,99,98,57,59,75,81,66,,41,9,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,MOUNT PROSPECT,60056,8472220070,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/17/2007,66,97,100,99,59,58,97,99,99,97,97,54,40,71,76,46,,58,7,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ROLLING MDWS,60008,8473788330,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/12/2007,97,98,100,100,55,54,98,100,99,100,97,78,71,96,85,84,,79,9,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,JOLIET,60435,8157257880,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/02/2007,81,98,100,100,85,81,96,99,99,98,85,45,37,57,68,83,,59,14,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,NAPERVILLE,60563,6303577200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/10/2007,88,99,100,98,69,64,96,98,100,100,99,69,60,81,80,69,,55,8,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,OAK BROOK,60523,6308034427,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/23/2007,84,91,99,82,70,73,100,96,99,99,96,65,51,64,56,64,,50,14,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,WOODRIDGE,60517,6308105700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/01/2007,100,99,100,100,74,41,100,100,100,100,100,70,47,88,75,58,94,58,7,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LINCOLNWOOD,60712,8475681778,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/15/2007,86,93,97,95,58,59,96,96,98,97,99,66,59,69,86,61,,61,10,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60656,7737757390,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/23/2007,94,99,99,99,67,81,100,99,99,98,100,80,79,89,94,82,,85,15,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,TINLEY PARK,60477,7084290414,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/10/2007,92,83,96,96,92,89,94,100,100,95,86,,,,,,,,,,,,,,,,,
IL,ARLINGTON HEIGHTS,60005,8473578008,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/10/2007,98,100,100,96,74,54,100,100,100,95,100,68,59,76,91,53,,45,10,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,BURR RIDGE,60527,8476738760,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/03/2007,88,92,100,94,32,39,94,96,97,95,76,57,40,52,47,50,,,4,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
IL,SKOKIE,60077,8475680900,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/06/2007,98,100,95,100,65,68,100,100,100,95,100,83,40,82,90,84,,27,9,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IL,ORLAND PARK,60462,7082729398,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/10/2007,97,100,100,100,67,42,100,100,100,100,100,92,100,98,93,89,,99,13,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,WEST DUNDEE,60118,8474283156,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/10/2007,79,94,100,94,74,57,87,99,99,90,98,42,43,46,63,40,,39,15,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,DES PLAINES,60018,8476359600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/09/2007,98,99,100,48,25,19,99,100,100,100,94,41,45,72,79,38,,20,9,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IL,CLARENDON HILLS,60514,6307250532,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/15/2007,100,100,100,100,38,29,100,100,100,99,100,64,53,54,72,65,,48,5,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ZION,60099,8477318332,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/06/2007,89,82,100,99,39,45,94,100,99,83,100,59,60,61,81,66,,58,9,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LINCOLNWOOD,60712,8477630709,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/06/2007,98,98,100,100,57,36,98,100,100,100,100,61,42,65,82,37,,38,9,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ALGONQUIN,60102,8476583980,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/11/2007,98,99,100,97,64,53,99,100,100,98,100,92,86,96,93,74,,77,11,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60659,7739897833,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/17/2007,93,99,100,100,38,24,98,96,100,95,100,46,37,65,86,60,,52,11,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,LIBERTYVILLE,60048,8475490588,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/26/2007,93,97,100,98,86,80,100,99,99,100,99,64,58,73,81,53,91,57,9,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,DES PLAINES,60018,8476758090,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/12/2007,62,100,100,97,52,60,100,99,100,100,97,87,68,89,79,72,,64,13,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60617,7732217090,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/18/2007,84,99,100,98,48,62,96,98,100,92,99,35,30,39,42,39,,41,5,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IL,LINCOLNWOOD,60712,8479721590,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/21/2007,93,90,92,90,83,82,86,99,97,91,99,65,58,71,65,69,100,57,9,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,BELLEVILLE,62221,6182352273,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/01/2007,96,98,100,97,15,15,100,96,99,95,86,47,38,45,62,,,62,15,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,DOWNERS GROVE,60516,6309646100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/04/2007,96,89,99,99,17,7,95,99,99,58,96,65,35,61,44,58,,34,4,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IL,SKOKIE,60077,8476732043,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,09/18/2007,85,100,100,100,71,94,100,100,100,95,100,28,25,51,48,10,,25,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
IL,GENEVA,60134,6308452672,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/02/2007,84,100,100,100,71,71,94,100,100,95,100,61,68,65,90,85,,65,12,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60660,7737287200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/01/2007,81,100,100,96,44,34,93,100,100,95,98,67,29,72,54,54,,45,9,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,BOLINGBROOK,60440,6307710190,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/09/2008,90,100,100,100,72,68,100,97,100,95,100,25,27,40,84,90,,64,10,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,CHICAGO,60659,7738787222,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/10/2008,97,98,100,99,82,68,98,100,100,100,100,64,40,64,43,47,90,59,13,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IL,CHICAGO,60646,7734271220,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/13/2008,87,90,100,99,74,66,100,93,100,100,86,60,53,75,69,67,,49,9,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,SCHAUMBURG,60173,8473301406,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/16/2008,95,97,99,90,68,61,98,100,100,98,100,61,68,73,90,75,,45,13,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,PARK RIDGE,60068,8476961350,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/09/2008,97,98,100,100,38,25,94,100,100,92,99,67,61,80,74,71,,65,11,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,GLEN ELLYN,60137,6305450179,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/07/2008,100,98,100,100,63,55,99,100,100,100,100,77,73,92,97,86,,69,14,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,ARLINGTON HEIGHTS,60005,8474306771,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/17/2008,79,87,100,100,71,50,94,100,100,95,100,,,,,,,,,,,,,,,,,
IL,CHICAGO,60646,7732051416,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/24/2008,96,99,99,100,24,13,92,99,100,74,98,52,52,71,69,57,,48,13,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL,MATTESON,60443,7082835940,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/08/2008,49,100,100,100,36,41,100,100,97,100,100,40,37,44,82,45,,34,,,,,,,FALSE,FALSE,FALSE,FALSE
IL,AURORA,60502,8474232667,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/20/2008,96,96,100,96,32,40,94,100,100,95,92,,,,,,,,,,,,,,,,,
IL,AURORA,60504,6302368800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/12/2008,84,97,98,98,54,59,96,99,100,95,97,52,43,50,74,72,,46,21,13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
