State,City,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD
WV,ROMNEY,Other,1,1,1,1,1,1,89,95,97,98,75,78,95,100,98,85,100,0,0,0,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,96,100,100,99,65,81,100,100,100,100,100,0,1,1,FALSE
IA,SIOUX CITY,Proprietary,1,1,1,1,0,1,95,83,100,98,87,84,99,99,98,100,98,0,1,1,FALSE
CA,DOWNEY,Proprietary,1,1,1,1,1,1,84,94,97,91,89,91,94,100,100,100,91,1,1,1,TRUE
KS,COLBY,Private,1,0,0,0,0,1,82,64,100,96,74,90,94,98,100,100,100,1,7,1,TRUE
OH,TROY,Proprietary,1,1,1,1,1,1,93,99,100,99,72,72,100,100,100,99,100,0,0,0,FALSE
MI,MADISON HEIGHTS,Proprietary,1,1,1,1,1,1,57,95,100,100,26,22,98,99,100,98,95,0,1,1,FALSE
IN,PORTAGE,Proprietary,1,1,1,1,1,1,96,99,100,99,93,89,98,100,99,97,100,0,1,1,FALSE
OK,OKLAHOMA CITY,Proprietary,1,1,1,1,1,1,98,99,100,100,68,80,100,100,100,100,99,0,0,1,FALSE
VA,RURAL RETREAT,Proprietary,1,1,1,1,1,1,75,84,99,96,87,92,88,97,99,100,97,0,1,1,FALSE
NC,GOLDSBORO,Proprietary,1,1,1,1,1,1,93,87,100,99,77,73,94,100,100,98,100,0,0,0,FALSE
TX,FORT WORTH,Proprietary,1,1,1,1,1,1,89,98,100,99,79,82,98,100,99,98,99,0,0,0,FALSE
FL,ELLENTON,Proprietary,1,1,1,1,1,1,94,98,100,100,71,98,94,100,97,95,100,2,3,1,FALSE
CO,PUEBLO,Private,1,1,1,1,1,1,100,100,100,100,83,91,100,100,100,100,100,0,0,0,FALSE
FL,MIAMI,Proprietary,1,1,1,0,0,1,100,95,100,100,0,2,100,98,100,95,99,1,3,1,FALSE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,98,100,100,41,50,94,100,96,95,98,2,1,1,TRUE
MI,WEST BLOOMFIELD,Proprietary,1,1,1,1,1,1,67,95,100,97,90,92,94,100,100,95,93,2,4,1,TRUE
MI,SAINT CLAIR SHORES,Proprietary,1,1,1,1,1,1,58,100,100,100,71,70,94,89,100,95,100,3,7,1,FALSE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,98,98,81,0,97,93,51,7,5,100,98,0,7,1,TRUE
MA,WATERTOWN,Other,1,1,1,1,1,1,93,100,99,98,91,96,100,98,100,100,99,0,0,0,FALSE
MI,DETROIT,Proprietary,1,1,1,1,1,1,51,98,100,98,49,48,98,100,99,99,100,0,0,0,TRUE
WA,SEATTLE,Private,1,1,1,1,1,1,74,94,98,95,80,92,95,99,100,99,98,0,0,0,FALSE
AR,MENA,Proprietary,1,1,0,0,0,1,90,94,100,100,90,83,94,100,100,95,99,2,1,1,FALSE
KS,WELLINGTON,State/County,1,1,1,1,0,1,88,100,100,100,70,83,92,100,97,97,100,0,1,1,FALSE
OH,FINDLAY,Proprietary,1,1,1,1,1,1,87,98,96,100,76,84,100,100,100,95,100,1,5,1,FALSE
PA,CABOT,Private,1,1,1,1,1,1,99,90,93,99,80,80,99,98,99,99,99,0,0,0,FALSE
AR,RUSSELLVILLE,State/County,1,1,0,0,0,1,89,100,96,99,78,84,100,99,100,100,99,0,1,1,FALSE
CT,WATERBURY,Proprietary,1,1,1,1,1,1,99,96,95,95,21,31,90,100,95,95,90,1,1,1,FALSE
MO,CAPE GIRARDEAU,Other,1,1,1,1,1,1,92,95,100,91,70,83,89,98,97,87,99,0,0,0,FALSE
FL,MIAMI,Proprietary,1,1,1,0,0,1,90,99,100,100,100,100,100,100,100,100,98,0,1,1,FALSE
AL,FLORENCE,Proprietary,1,1,1,1,1,1,96,93,100,100,83,89,64,100,78,67,99,0,1,1,FALSE
MA,HYANNIS,Private,1,1,1,1,1,1,93,93,100,98,74,78,99,99,100,99,100,0,0,0,FALSE
MO,SPRINGFIELD,Proprietary,1,1,1,1,1,1,96,80,100,99,71,66,98,100,100,99,99,0,0,0,FALSE
VA,RESTON,Proprietary,1,1,1,1,1,1,88,92,98,99,75,70,97,96,99,99,100,0,0,0,FALSE
IL,NILES,Proprietary,1,1,1,1,1,1,80,58,100,80,57,48,82,100,98,95,87,0,1,1,FALSE
FL,ORANGE PARK,Proprietary,1,1,1,1,1,1,97,100,100,98,93,98,99,100,100,100,99,0,0,0,FALSE
MD,LANHAM,Proprietary,1,1,1,1,1,1,95,99,100,98,77,80,97,100,99,99,100,0,0,0,FALSE
CA,IRVINE,Proprietary,1,1,1,1,1,1,90,92,99,98,83,85,96,99,100,100,99,0,1,1,FALSE
KY,LEXINGTON,Proprietary,1,1,1,1,1,1,98,100,99,100,91,89,99,100,98,97,100,0,0,0,FALSE
CA,BURBANK,Proprietary,1,1,1,1,1,1,86,95,100,99,59,94,99,100,99,95,100,1,1,1,FALSE
TX,SAN ANTONIO,Private,1,1,1,1,1,1,90,99,100,75,82,78,100,100,100,100,98,0,0,1,TRUE
TX,MCALLEN,Proprietary,1,1,1,1,0,1,93,98,99,99,96,97,98,100,100,100,95,0,1,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,90,95,100,100,72,93,94,100,96,100,98,1,3,1,FALSE
FL,ORLANDO,Proprietary,1,1,1,1,1,1,99,97,100,99,75,65,100,99,100,100,100,0,0,0,FALSE
IN,MOORESVILLE,Private,1,1,1,1,1,1,96,95,100,100,79,76,100,100,100,100,100,0,0,0,FALSE
FL,MIAMI,Proprietary,1,1,1,0,1,1,96,99,100,100,97,65,56,100,100,40,100,0,1,1,TRUE
LA,OAKDALE,Proprietary,1,1,1,1,1,1,90,97,100,99,80,87,99,100,99,98,99,0,1,1,FALSE
MI,TAWAS CITY,Religious Affiliations,1,1,1,1,1,1,93,93,98,100,69,60,96,97,100,99,100,0,0,0,FALSE
WA,YAKIMA,Private,1,1,1,1,1,1,98,100,100,100,85,85,99,100,100,100,100,0,0,0,FALSE
CA,WEAVERVILLE,Local,1,1,0,0,0,1,60,100,100,99,74,83,95,100,99,96,97,0,1,1,TRUE
WV,CHARLESTON,Proprietary,1,1,1,1,1,1,91,76,100,99,77,72,80,98,94,86,99,0,0,0,FALSE
CO,DENVER,Proprietary,1,1,1,1,1,1,73,72,97,89,64,60,59,98,82,37,96,0,0,1,FALSE
CA,GLENDALE,Proprietary,1,1,1,1,1,1,96,96,100,100,65,58,100,100,100,95,100,1,1,1,FALSE
IL,ARLINGTON HEIGHTS,Proprietary,1,1,1,1,1,1,76,92,99,88,75,76,89,99,94,97,98,0,1,1,FALSE
TX,LAREDO,Proprietary,1,1,1,1,1,1,95,91,100,100,4,8,97,100,100,100,96,0,1,1,FALSE
KY,HARLAN,Private,1,1,1,1,1,1,92,98,100,100,83,89,99,98,100,98,100,0,0,1,TRUE
KY,HOPKINSVILLE,Private,1,1,1,1,1,1,97,93,99,100,75,83,98,99,100,99,99,0,0,0,TRUE
MI,DEARBORN,Proprietary,1,1,1,1,1,1,61,82,99,100,69,52,100,99,100,100,97,0,1,1,FALSE
WV,ELKINS,Proprietary,1,1,1,0,0,1,94,96,100,99,88,87,98,100,99,99,100,0,0,0,FALSE
OH,PROCTORVILLE,Proprietary,1,1,1,1,0,1,90,88,100,99,59,51,98,99,100,100,98,0,1,1,TRUE
MA,AUBURN,Proprietary,1,1,1,1,1,1,90,95,97,90,70,59,93,100,99,73,86,0,1,1,FALSE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,94,98,100,96,78,69,82,86,85,95,80,1,1,1,FALSE
MO,SAINT LOUIS,Proprietary,1,1,1,1,1,1,78,87,100,98,69,60,93,100,97,96,99,0,1,1,FALSE
MI,AUBURN,Proprietary,1,1,1,1,1,0,95,85,98,100,92,89,97,98,99,98,98,0,0,1,FALSE
WI,ST CROIX FALLS,Religious Affiliations,1,1,1,1,0,1,91,77,100,90,94,97,99,99,100,99,94,0,0,0,TRUE
TX,MCALLEN,Proprietary,1,1,1,1,1,1,90,97,100,99,95,94,93,99,99,98,99,0,1,1,FALSE
TX,ALLEN,Proprietary,1,1,1,1,1,1,96,99,100,100,86,91,100,100,100,100,100,0,0,0,FALSE
GA,ATLANTA,Proprietary,1,1,1,1,1,1,81,88,54,96,53,50,90,99,98,97,100,0,0,0,FALSE
IN,WARSAW,Private,1,1,1,1,1,1,87,85,100,98,75,80,83,95,93,98,100,0,0,1,TRUE
NV,LAS VEGAS,Religious Affiliations,1,1,1,1,1,1,97,95,100,100,64,73,98,100,100,99,100,0,0,1,FALSE
FL,TAMPA,Proprietary,1,1,1,1,1,1,96,98,100,99,91,90,98,97,99,95,98,1,1,1,FALSE
DE,WILMINGTON,Religious Affiliations,1,1,1,1,1,1,99,96,100,99,69,68,94,100,99,95,100,0,0,0,FALSE
CA,RANCHO CUCAMONGA,Proprietary,1,1,1,1,1,1,97,93,100,99,97,99,100,97,100,100,94,0,1,1,FALSE
VA,MARION,Private,1,1,1,1,1,1,93,98,100,100,74,89,99,99,100,99,98,0,0,0,FALSE
TN,EADS,Proprietary,1,1,1,0,0,1,76,75,95,80,71,62,94,88,95,95,88,3,7,1,TRUE
WI,RICE LAKE,Private,1,1,1,1,1,1,72,97,99,96,78,82,84,100,99,98,100,0,0,1,FALSE
TX,SILSBEE,Proprietary,1,1,1,1,1,1,94,96,100,99,56,68,100,100,98,99,96,0,0,1,TRUE
FL,PERRY,Proprietary,1,1,0,0,0,1,89,98,100,100,37,28,96,99,99,96,98,0,1,1,FALSE
GA,ROME,Proprietary,1,1,1,1,1,1,91,91,100,98,87,88,98,99,100,99,98,0,0,0,FALSE
NJ,BRICK,Private,1,1,1,1,1,1,87,95,100,98,71,73,92,100,99,97,100,0,0,0,FALSE
MI,YPSILANTI,Local,1,1,1,1,1,1,78,93,100,100,61,34,79,100,94,84,99,0,1,1,FALSE
CO,STERLING,Proprietary,1,1,1,1,0,1,88,85,95,14,83,86,95,98,99,97,96,0,0,0,FALSE
NM,LAS VEGAS,Proprietary,1,1,0,1,0,1,74,90,99,98,78,80,82,99,97,99,94,0,0,1,FALSE
TX,PALMVIEW,Proprietary,1,1,1,1,1,1,89,99,100,100,24,20,100,100,100,98,97,0,0,1,FALSE
CT,CHESHIRE,Proprietary,1,1,1,1,1,1,96,97,100,98,82,91,100,100,100,100,99,0,0,1,FALSE
CA,MISSION HILLS,Proprietary,1,1,1,1,1,1,94,100,100,100,100,100,94,100,100,100,100,1,1,1,FALSE
TX,ALICE,Proprietary,1,1,1,1,1,1,92,100,100,98,32,41,100,99,100,100,98,0,1,1,FALSE
TX,LAREDO,Proprietary,1,1,1,1,1,1,93,98,100,98,56,66,98,100,100,99,99,0,1,1,FALSE
IL,BURNHAM,Proprietary,1,1,1,1,1,1,97,99,100,100,29,23,100,100,100,100,100,0,1,1,FALSE
TX,MISSION,Proprietary,1,1,1,1,1,1,100,100,100,100,65,94,100,100,100,100,100,0,2,1,FALSE
TX,STAFFORD,Proprietary,1,1,1,1,1,1,96,100,96,96,71,89,94,100,100,95,86,3,1,1,FALSE
MN,GRAND RAPIDS,Private,1,1,1,1,1,1,97,99,100,97,79,93,97,99,100,98,99,0,0,0,FALSE
IL,NILES,Proprietary,1,1,1,1,1,1,97,99,99,57,42,42,99,100,100,100,100,0,1,1,FALSE
MN,ALBANY,Religious Affiliations,1,1,1,1,1,1,100,98,100,99,76,74,98,100,100,97,100,0,0,0,FALSE
AR,CALICO ROCK,Proprietary,1,1,1,1,1,1,95,74,99,97,58,55,88,100,93,84,99,0,0,0,FALSE
MI,STERLING HEIGHTS,Proprietary,1,1,1,1,1,1,83,93,100,99,43,35,94,100,99,93,87,1,1,1,FALSE
NC,FRANKLIN,Private,1,1,1,1,1,1,80,97,99,100,77,83,97,100,100,99,100,0,0,0,FALSE
AL,GREENSBORO,State/County,1,1,1,1,0,1,99,100,100,100,65,41,99,100,100,99,99,0,1,1,FALSE
TX,SHERMAN,Proprietary,1,1,1,1,0,1,93,98,100,100,84,96,94,100,99,99,99,0,1,1,FALSE
OH,MORAINE,Proprietary,1,1,1,1,1,1,86,97,99,68,94,74,100,91,100,100,88,0,1,1,FALSE
FL,LEESBURG,Proprietary,1,1,1,1,1,1,99,91,100,100,77,72,86,100,98,85,100,0,0,1,FALSE
WV,MORGANTOWN,Proprietary,1,1,1,1,1,1,92,58,100,96,79,67,74,99,92,70,99,0,0,0,FALSE
NJ,HACKENSACK,Proprietary,1,1,1,1,1,1,90,89,85,99,72,72,96,100,99,98,100,0,0,0,FALSE
AR,WEST MEMPHIS,Other,1,1,1,1,1,1,92,81,89,87,78,78,99,98,100,99,96,0,0,0,FALSE
PA,WILLIAMSPORT,Religious Affiliations,1,1,1,1,1,1,93,84,99,96,74,75,91,99,98,95,99,0,0,0,FALSE
IA,FORT DODGE,Proprietary,1,1,1,1,1,1,90,31,98,99,61,82,84,99,95,92,99,0,1,1,FALSE
MI,MILFORD,Proprietary,1,1,1,0,0,1,86,96,100,99,83,82,93,99,99,98,99,0,0,0,FALSE
CA,ROSEMEAD,Proprietary,1,1,1,1,1,1,97,100,100,100,97,100,99,100,100,100,100,0,0,1,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,98,98,100,100,37,52,100,100,100,100,100,0,1,1,TRUE
NJ,WEST WINDSOR,Private,1,1,1,1,1,1,92,96,100,100,81,87,99,100,100,100,100,0,0,0,FALSE
FL,FORT MYERS,Proprietary,1,1,1,1,0,1,97,99,100,100,100,100,92,100,98,97,99,0,0,1,FALSE
FL,FORT MYERS,Proprietary,1,1,1,1,1,1,97,99,99,99,96,97,97,99,88,90,100,0,0,0,FALSE
WI,WEST ALLIS,Proprietary,1,1,1,1,1,1,93,66,100,100,85,89,88,99,96,94,100,0,0,0,FALSE
MA,TAUNTON,Proprietary,1,1,1,1,1,1,94,96,100,97,79,54,91,99,99,96,99,0,1,1,TRUE
TX,RICHARDSON,Proprietary,1,1,1,1,1,1,93,97,99,95,89,89,95,97,99,98,99,0,0,0,FALSE
NJ,TOTOWA,Private,1,1,1,1,1,1,96,100,100,96,70,76,100,100,100,100,100,0,0,0,FALSE
FL,BOCA RATON,Proprietary,1,1,1,1,1,1,99,96,100,100,83,87,80,98,100,100,99,0,0,0,FALSE
OK,EDMOND,Proprietary,1,1,1,1,0,1,95,99,100,100,84,88,98,100,100,100,97,0,2,1,FALSE
PA,PHILADELPHIA,Proprietary,1,1,1,1,1,1,77,85,99,97,78,34,97,95,100,93,91,0,1,1,FALSE
VA,FARMVILLE,Proprietary,1,1,1,1,0,1,96,98,100,100,89,95,99,100,100,99,99,0,0,0,FALSE
NC,CLYDE,Local,1,1,1,1,1,1,94,97,100,99,76,81,99,100,99,99,100,0,0,0,FALSE
CA,SAN MATEO,Proprietary,1,1,1,1,1,1,93,97,100,100,86,84,100,100,100,100,100,0,0,0,FALSE
CA,LONG BEACH,Proprietary,1,1,1,1,1,1,79,95,100,100,98,98,89,99,96,99,100,0,1,1,FALSE
NH,MILFORD,Other,1,1,1,1,1,1,95,83,99,99,78,77,86,98,98,94,100,0,0,0,FALSE
DE,SEAFORD,Proprietary,1,1,1,0,1,1,99,91,99,100,84,89,98,100,100,99,100,0,0,0,FALSE
OH,COLUMBUS,Proprietary,1,1,1,1,1,1,100,94,100,99,96,96,97,100,99,97,99,0,1,1,FALSE
VA,ONLEY,Proprietary,1,1,1,1,1,1,94,79,100,99,69,68,97,99,99,98,99,0,0,0,FALSE
MT,BOZEMAN,Proprietary,1,1,1,1,0,1,92,81,100,99,83,82,97,99,100,99,100,0,1,1,FALSE
IA,ELKADER,Other,1,1,1,1,1,1,95,95,100,100,77,66,90,100,100,95,98,1,0,1,TRUE
TX,BROWNSVILLE,Proprietary,1,1,1,1,0,1,98,99,100,100,64,60,100,100,100,100,99,0,1,1,FALSE
GA,GAINESVILLE,Proprietary,1,1,1,1,1,1,81,98,100,97,75,62,94,100,100,96,100,0,0,0,FALSE
MN,DETROIT LAKES,Religious Affiliations,1,1,1,1,1,1,98,99,100,100,69,86,100,96,100,100,100,0,0,0,FALSE
VA,SOUTH BOSTON,Proprietary,1,1,1,1,0,1,91,99,99,100,70,75,100,100,99,100,100,0,0,0,FALSE
IN,INDIANAPOLIS,Religious Affiliations,1,1,1,1,1,1,85,87,99,96,80,77,95,96,98,95,91,0,0,0,FALSE
PA,HARRISBURG,Proprietary,1,0,0,0,1,1,91,77,82,13,96,9,93,99,100,95,61,1,1,1,TRUE
GA,MARTINEZ,Other,1,1,1,1,1,1,63,59,100,98,58,42,81,99,92,90,100,0,0,0,FALSE
TX,FORT WORTH,Proprietary,1,1,1,1,1,1,91,98,96,99,78,81,97,99,99,98,98,0,0,0,FALSE
TX,SUNNYVALE,Proprietary,1,1,1,1,1,1,72,97,100,85,64,92,85,94,100,77,99,0,1,1,FALSE
AR,HARRISBURG,State/County,1,1,1,1,0,1,88,84,99,100,76,79,88,99,97,86,99,0,1,1,FALSE
OH,CANTON,Proprietary,1,1,1,1,1,1,91,79,98,99,62,60,93,99,97,98,97,0,1,1,FALSE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,85,100,95,96,83,83,94,98,97,95,96,2,1,1,FALSE
TX,LAREDO,Proprietary,1,1,1,1,1,1,95,96,100,100,100,0,84,97,91,33,100,0,1,1,TRUE
LA,CUT OFF,Local,1,1,1,1,1,1,94,100,100,100,76,75,99,100,99,100,100,0,0,0,TRUE
PA,BROOMALL,Proprietary,1,1,1,1,1,1,89,99,100,98,86,85,98,97,99,99,100,0,0,0,FALSE
TX,PLANO,Proprietary,1,1,1,1,1,1,97,99,98,100,82,84,100,99,100,100,94,0,1,1,TRUE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,86,96,98,100,29,29,94,98,100,95,93,2,1,1,FALSE
ME,BANGOR,Private,1,1,1,1,1,1,96,99,100,99,86,88,100,100,100,100,100,0,0,0,FALSE
CA,SIMI VALLEY,Proprietary,1,1,1,1,1,1,98,98,100,100,100,100,94,100,100,95,100,2,1,1,FALSE
FL,CLEARWATER,Proprietary,1,1,1,1,1,1,95,93,100,97,81,70,82,99,96,83,100,0,0,1,TRUE
IN,HOBART,Religious Affiliations,1,1,1,1,1,1,96,91,97,99,59,57,98,96,99,100,99,0,0,0,TRUE
FL,WEEKI WACHEE,Other,1,1,1,1,1,1,97,100,100,98,91,92,99,99,100,100,100,0,0,0,FALSE
CA,BURBANK,Proprietary,1,1,1,1,1,1,97,100,100,100,78,67,100,100,100,100,99,0,1,1,FALSE
VA,FALLS CHURCH,Proprietary,1,1,1,1,1,1,98,88,100,99,79,67,93,100,99,96,100,0,0,1,FALSE
MO,KIRKSVILLE,Local,1,1,1,1,0,1,92,91,100,100,69,69,92,100,100,98,99,0,0,1,FALSE
TX,TERRELL,Proprietary,1,1,1,1,1,1,89,95,100,99,80,81,99,99,100,99,98,0,0,0,FALSE
NC,SWANQUARTER,Local,1,1,0,0,0,1,89,100,96,95,68,72,100,91,98,95,98,2,3,1,FALSE
CA,MODESTO,Proprietary,1,1,1,1,1,1,77,37,100,91,77,73,81,98,86,81,98,0,0,0,FALSE
MO,SAINT LOUIS,Other,1,1,1,1,1,1,91,88,98,100,73,71,96,100,100,98,100,0,0,0,FALSE
TX,SEYMOUR,State/County,1,1,1,1,0,1,93,84,88,75,78,13,87,91,97,96,88,0,1,1,FALSE
TX,SAN ANTONIO,Proprietary,1,1,1,1,1,1,83,92,100,100,77,62,96,100,99,88,99,0,1,1,FALSE
CA,LOS ANGELES,Proprietary,1,1,1,1,1,1,90,71,99,95,71,43,94,90,98,95,100,5,7,1,FALSE
ME,CARIBOU,Proprietary,1,1,1,1,1,1,88,82,100,98,76,78,90,99,90,82,99,0,0,0,FALSE
AR,BERRYVILLE,Religious Affiliations,1,1,0,0,1,1,94,96,100,96,80,80,90,99,99,98,95,0,0,0,FALSE
OR,GRANTS PASS,Proprietary,1,1,0,1,0,1,99,99,100,100,74,86,100,100,100,100,100,0,0,0,FALSE
LA,BASTROP,Proprietary,1,1,1,0,1,1,95,97,99,98,89,83,100,99,100,100,94,0,1,1,FALSE
VA,FREDERICKSBURG,Proprietary,1,1,1,1,1,1,95,81,100,96,35,43,94,93,100,100,93,1,1,1,FALSE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,98,95,100,0,1,100,99,100,100,100,0,1,1,FALSE
CA,TORRANCE,Proprietary,1,1,1,1,1,1,92,82,99,100,100,100,100,100,100,100,86,0,1,1,FALSE
AR,FORDYCE,Proprietary,1,1,1,1,0,1,91,54,100,99,58,58,80,98,90,87,100,0,0,1,FALSE
CA,VAN NUYS,Proprietary,1,0,0,0,0,1,92,92,100,100,72,69,100,100,100,100,100,0,0,1,TRUE
IL,NORTHBROOK,Proprietary,1,1,1,1,1,1,98,99,100,100,52,61,100,100,100,100,100,0,0,0,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,96,94,96,64,11,9,100,96,100,95,96,1,1,1,FALSE
KY,LONDON,Religious Affiliations,1,1,1,1,1,1,94,99,100,100,67,59,99,100,100,100,100,0,0,0,FALSE
TX,PARIS,Proprietary,1,1,1,1,1,1,95,89,100,100,85,88,72,100,86,77,100,0,1,1,FALSE
NV,LAS VEGAS,Proprietary,1,1,1,1,1,1,97,97,100,100,76,66,99,100,100,100,100,0,0,0,FALSE
PR,CAGUAS,Private,1,1,1,1,1,1,58,18,100,100,3,3,58,100,88,79,100,0,0,1,FALSE
MI,WEST BRANCH,Proprietary,1,1,1,1,1,1,93,98,99,99,72,73,100,99,100,99,100,0,0,0,FALSE
FL,MELBOURNE,Proprietary,1,1,1,1,1,1,94,90,99,96,77,76,90,99,98,95,97,0,0,0,FALSE
GA,MACON,Other,1,1,1,1,1,1,95,99,100,100,62,67,100,100,100,100,100,0,0,0,FALSE
IL,LINCOLNWOOD,Proprietary,1,1,1,1,1,1,97,98,100,99,46,52,100,100,100,100,100,0,1,1,FALSE
VA,FREDERICKSBURG,Proprietary,1,1,1,0,0,1,97,96,100,100,81,85,98,99,100,99,98,0,0,0,TRUE
UT,BOUNTIFUL,Proprietary,1,1,1,1,1,1,91,66,100,91,82,66,94,94,89,78,91,1,1,1,FALSE
OH,GIRARD,Religious Affiliations,1,1,1,1,1,1,99,99,100,100,68,78,100,100,100,99,100,0,0,0,FALSE
OR,MEDFORD,Religious Affiliations,1,1,1,1,1,1,82,81,100,99,73,78,97,98,100,99,98,0,0,0,FALSE
FL,DORAL,Proprietary,1,1,1,1,0,1,99,100,100,100,0,0,100,100,99,99,100,0,1,1,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,70,96,100,100,98,96,96,99,100,98,100,0,1,1,FALSE
TX,HOUSTON,Proprietary,1,1,1,0,1,1,99,99,99,66,95,74,97,99,99,52,100,0,1,1,FALSE
MI,CLARKSTON,Private,1,1,1,1,1,1,94,99,100,95,83,75,99,98,100,100,100,0,0,1,FALSE
CA,LA MESA,Proprietary,1,1,1,1,1,1,92,87,100,100,60,50,99,100,100,99,100,0,0,0,TRUE
TX,DENTON,Proprietary,1,1,1,1,1,1,98,97,100,99,86,82,97,99,99,99,96,0,1,1,FALSE
AZ,TUCSON,Proprietary,1,1,1,1,0,0,89,99,84,94,91,95,100,99,99,100,100,0,1,1,FALSE
FL,WEST PALM BEACH,Proprietary,1,1,1,1,1,1,95,96,100,100,45,46,98,100,100,99,100,0,0,1,FALSE
IA,CORYDON,State/County,1,1,1,1,0,1,98,97,100,97,78,89,97,100,100,100,99,0,1,1,FALSE
IL,DIXON,Private,1,1,1,1,1,1,97,92,100,98,74,81,98,98,99,100,99,0,0,0,FALSE
IA,AMES,Combination GOVT & Voluntary,1,1,1,1,1,1,95,98,100,100,87,90,98,100,100,100,99,0,0,0,FALSE
CA,TARZANA,Proprietary,1,1,1,1,1,1,85,85,100,100,97,74,97,100,99,99,99,0,1,1,TRUE
CA,WESTLAKE VILLAGE,Proprietary,1,1,1,1,1,1,86,94,99,100,68,75,94,99,100,98,99,0,1,1,FALSE
TN,CORDOVA,Proprietary,1,1,1,1,1,1,89,78,81,99,59,59,96,97,100,99,99,0,0,0,FALSE
IA,WEBSTER CITY,State/County,1,1,1,1,1,1,82,93,97,97,70,74,97,98,92,88,92,0,1,1,TRUE
OH,CINCINNATI,Proprietary,1,1,1,1,1,1,96,97,100,100,92,90,98,100,99,97,100,0,0,0,FALSE
CA,SIMI VALLEY,Proprietary,1,1,1,1,1,1,94,100,100,100,84,100,100,100,100,100,100,0,0,1,FALSE
LA,SHREVEPORT,Proprietary,1,1,1,1,1,1,94,85,85,99,74,74,93,96,98,96,100,0,0,0,FALSE
FL,LAKELAND,Proprietary,1,1,1,1,1,1,89,93,100,100,57,61,92,100,96,96,100,0,0,0,FALSE
TX,SAN ANTONIO,Local,1,1,1,1,1,1,93,94,100,99,56,64,96,98,99,99,99,0,0,1,FALSE
TX,BAYTOWN,Proprietary,1,1,1,1,1,1,97,97,99,100,86,90,90,99,98,100,97,0,1,1,FALSE
MO,CAMPBELL,Other,1,1,1,1,1,1,94,81,99,93,91,92,94,99,99,96,89,0,1,1,FALSE
TX,SAN ANTONIO,Proprietary,1,1,1,1,1,1,83,93,99,100,80,94,100,99,98,100,96,0,1,1,TRUE
UT,ST GEORGE,Proprietary,1,1,1,0,1,1,98,84,100,98,84,88,100,100,100,100,96,0,1,1,FALSE
HI,HONOLULU,Private,1,1,1,1,1,1,93,98,97,97,91,94,97,97,98,97,97,0,0,0,FALSE
FL,HIALEAH,Proprietary,1,1,1,1,1,1,98,97,100,100,30,24,76,99,100,23,100,0,1,1,FALSE
CA,BAKERSFIELD,Proprietary,1,1,1,1,1,1,92,94,100,0,100,98,92,100,100,100,100,0,1,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,95,100,100,100,75,49,68,100,99,98,100,0,1,1,FALSE
WY,THAYNE,Proprietary,1,1,1,1,1,1,93,100,99,99,75,83,94,98,97,96,97,1,1,1,TRUE
TX,PLANO,Proprietary,1,1,1,1,1,1,94,92,100,100,98,100,83,100,100,98,100,0,7,1,TRUE
FL,MIAMI,Private,1,1,1,1,1,1,96,83,100,90,33,30,82,99,99,98,95,0,1,1,FALSE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,99,96,100,100,50,57,100,100,100,100,100,0,1,1,FALSE
FL,MIAMI LAKES,Proprietary,1,1,1,1,1,1,97,100,100,100,85,86,100,100,100,95,100,1,1,1,TRUE
NC,HERTFORD,Local,1,1,1,1,1,1,90,96,100,98,63,66,92,99,98,97,97,0,0,0,TRUE
IL,HARWOOD HEIGHTS,Proprietary,1,1,1,1,1,1,99,100,100,100,86,91,100,100,100,100,100,0,1,1,FALSE
TX,BEAUMONT,Proprietary,1,1,1,1,1,1,88,94,100,98,68,62,88,100,98,98,98,0,1,1,FALSE
CA,FREMONT,Proprietary,1,1,1,1,1,1,82,93,100,99,79,73,100,100,100,100,100,0,1,1,FALSE
